timestamp,q_mean,q_min,q_max
06-Jun-2018 00:00:00,-0.001334,-0.617295,0.612648
06-Jun-2018 00:15:00,-0.001058,-0.623769,0.620740
06-Jun-2018 00:30:00,-0.001356,-0.627005,0.620740
06-Jun-2018 00:45:00,-0.001231,-0.627005,0.622358
06-Jun-2018 01:00:00,-0.001746,-0.627005,0.627213
06-Jun-2018 01:15:00,-0.001619,-0.631860,0.627213
06-Jun-2018 01:30:00,-0.001518,-0.630242,0.623976
06-Jun-2018 01:45:00,-0.001586,-0.633479,0.628831
06-Jun-2018 02:00:00,-0.001636,-0.633479,0.632068
06-Jun-2018 02:15:00,-0.001606,-0.631860,0.628831
06-Jun-2018 02:30:00,-0.001436,-0.633479,0.632068
06-Jun-2018 02:45:00,-0.001313,-0.631860,0.628831
06-Jun-2018 03:00:00,-0.001235,-0.635097,0.630450
06-Jun-2018 03:15:00,-0.001469,-0.635097,0.632068
06-Jun-2018 03:30:00,-0.001149,-0.638334,0.635305
06-Jun-2018 03:45:00,-0.001078,-0.644807,0.643397
06-Jun-2018 04:00:00,-0.001142,-0.644807,0.640160
06-Jun-2018 04:15:00,-0.000936,-0.636715,0.632068
06-Jun-2018 04:30:00,-0.008031,-0.690121,0.800376
06-Jun-2018 04:45:00,-0.048358,-0.746763,0.627213
06-Jun-2018 05:00:00,-0.130001,-1.241977,0.625595
06-Jun-2018 05:15:00,-0.000438,-0.897269,0.780956
06-Jun-2018 05:30:00,0.027723,-0.712778,0.805231
06-Jun-2018 05:45:00,0.118865,-0.652899,1.306919
06-Jun-2018 06:00:00,0.409551,-0.614059,1.955876
06-Jun-2018 06:15:00,0.152738,-0.623769,1.386218
06-Jun-2018 06:30:00,0.090193,-0.754855,1.303682
06-Jun-2018 06:45:00,0.590331,-0.612440,2.179207
06-Jun-2018 07:00:00,0.904439,-0.609204,2.413867
06-Jun-2018 07:15:00,0.462669,-0.583310,1.997952
06-Jun-2018 07:30:00,1.155468,-0.515339,2.836256
06-Jun-2018 07:45:00,0.969626,-0.610822,3.166399
06-Jun-2018 08:00:00,1.034170,-0.610822,2.719735
06-Jun-2018 08:15:00,1.012018,-0.301718,2.436524
06-Jun-2018 08:30:00,1.083342,-0.306573,2.574084
06-Jun-2018 08:45:00,0.643113,-0.536378,1.973677
06-Jun-2018 09:00:00,0.603320,-0.525050,1.941310
06-Jun-2018 09:15:00,0.623098,-0.597875,2.237468
06-Jun-2018 09:30:00,0.288109,-0.575218,1.583656
06-Jun-2018 09:45:00,0.546099,-0.593020,2.214811
06-Jun-2018 10:00:00,0.163003,-0.724106,1.549671
06-Jun-2018 10:15:00,0.221601,-0.720870,2.018991
06-Jun-2018 10:30:00,0.299387,-0.593020,1.988242
06-Jun-2018 10:45:00,0.230766,-0.588165,1.413729
06-Jun-2018 11:00:00,0.142399,-0.651281,1.378126
06-Jun-2018 11:15:00,0.110812,-0.593020,1.057693
06-Jun-2018 11:30:00,0.184211,-0.622150,1.538342
06-Jun-2018 11:45:00,0.251470,-0.580073,1.442860
06-Jun-2018 12:00:00,0.156205,-0.615677,1.832881
06-Jun-2018 12:15:00,0.149189,-0.588165,1.416966
06-Jun-2018 12:30:00,0.153382,-0.673937,1.711505
06-Jun-2018 12:45:00,-0.020484,-1.196663,0.839216
06-Jun-2018 13:00:00,0.043049,-0.610822,1.012380
06-Jun-2018 13:15:00,0.073407,-0.622150,0.980013
06-Jun-2018 13:30:00,0.027675,-0.717633,0.782574
06-Jun-2018 13:45:00,0.018230,-0.750000,0.734024
06-Jun-2018 14:00:00,0.010128,-0.751618,0.721077
06-Jun-2018 14:15:00,-0.000791,-1.065577,0.871583
06-Jun-2018 14:30:00,0.014175,-0.733816,0.827888
06-Jun-2018 14:45:00,-0.006955,-0.853574,0.717840
06-Jun-2018 15:00:00,0.041551,-0.657754,0.894240
06-Jun-2018 15:15:00,0.108580,-0.576837,1.502738
06-Jun-2018 15:30:00,0.059510,-0.578455,0.921752
06-Jun-2018 15:45:00,0.465667,-0.541233,1.862011
06-Jun-2018 16:00:00,0.621570,-0.531523,2.085343
06-Jun-2018 16:15:00,0.396155,-0.542851,2.083725
06-Jun-2018 16:30:00,0.263612,-0.612440,1.763292
06-Jun-2018 16:45:00,0.417249,-0.581692,1.829644
06-Jun-2018 17:00:00,0.458368,-0.575218,1.805369
06-Jun-2018 17:15:00,0.286538,-0.597875,1.766529
06-Jun-2018 17:30:00,0.184098,-0.571982,1.594984
06-Jun-2018 17:45:00,0.459391,-0.520195,1.802133
06-Jun-2018 18:00:00,0.237226,-0.631860,1.607931
06-Jun-2018 18:15:00,0.065245,-0.717633,1.368416
06-Jun-2018 18:30:00,0.210847,-0.614059,1.632206
06-Jun-2018 18:45:00,0.314570,-0.678793,1.963967
06-Jun-2018 19:00:00,0.742062,-0.602730,2.409013
06-Jun-2018 19:15:00,0.462396,-0.520195,1.908943
06-Jun-2018 19:30:00,0.356909,-0.703068,1.803751
06-Jun-2018 19:45:00,0.118551,-0.947438,1.258368
06-Jun-2018 20:00:00,0.555611,-0.541233,1.939692
06-Jun-2018 20:15:00,0.253237,-0.669082,1.662955
06-Jun-2018 20:30:00,0.169901,-0.667464,1.428295
06-Jun-2018 20:45:00,0.121772,-0.575218,1.382981
06-Jun-2018 21:00:00,0.173029,-0.696594,1.455806
06-Jun-2018 21:15:00,0.211067,-0.694976,2.064305
06-Jun-2018 21:30:00,0.097551,-0.779130,1.158031
06-Jun-2018 21:45:00,0.132371,-0.594638,1.463898
06-Jun-2018 22:00:00,-0.058497,-1.193427,0.659580
06-Jun-2018 22:15:00,-0.015384,-1.002462,0.724314
06-Jun-2018 22:30:00,-0.021708,-0.919926,0.771246
06-Jun-2018 22:45:00,-0.035910,-0.868139,0.690329
06-Jun-2018 23:00:00,-0.030566,-0.995988,0.666053
06-Jun-2018 23:15:00,-0.062120,-0.999225,0.643397
06-Jun-2018 23:30:00,-0.008057,-0.677174,0.649870
06-Jun-2018 23:45:00,-0.004527,-0.664227,0.670908
07-Jun-2018 00:00:00,-0.010230,-0.660991,0.611030
